"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"circ_000596","cervical cancer","RNA-seq","differential expressed","","","","30816541","details","","","","",""
"circ_0007534","cervical cancer","qPCR, western blot, CCK-8 and colony formation assays","up-regulated","","","","31445025","details","","","","",""
"circ_0018289","cervical cancer","PCR, Cell proliferation assay, Migration and invasion assay, luciferase reporter assay","up-regulated","","","","29156822","details","","","","",""
"circ_0023404","cervical cancer","qPCR, luciferase reporter assay, other","up-regulated","","","","29738762","details","","","","",""
"circ_0031288","cervical cancer","qPCR","up-regulated","","","","32277518","details","","","","",""
"circ_0067934","cervical cancer","qPCR, Cell proliferation assay, Transwell assay, Luciferase reporter assay, In vivo experiments","up-regulated","","","","30362562","details","","","","",""
"circ_0075341","cervical cancer","qPCR","up-regulated","","","","31706100","details","","","","",""
"circ_0101119","cervical squamous cell carcinoma","qPCR","up-regulated","","","","31966557","details","","","","",""
"circ_0101996","cervical squamous cell carcinoma","qPCR","up-regulated","","","","31966557","details","","","","",""
"circ_101958","cervical cancer","RNA-seq","differential expressed","","","","30816541","details","","","","",""
"circ_101996","cervical cancer","qPCR","up-regulated","","","","30633364","details","","","","",""
"circ_103519","cervical cancer","RNA-seq","differential expressed","","","","30816541","details","","","","",""
"circ_103973","cervical cancer","qPCR","up-regulated","","","","32184614","details","","","","",""
"circ_104315","cervical cancer","RNA-seq","differential expressed","","","","30816541","details","","","","",""
"circ_400068","cervical cancer","RNA-seq","differential expressed","","","","30816541","details","","","","",""
"circAGFG1","cervical cancer","qPCR","up-regulated","","","","31703640","details","","","","",""
"circAKT1","cervical cancer","qPCR","up-regulated","","","","32193155","details","","","","",""
"circAMOTL","cervical cancer","qPCR","up-regulated","","","","31812104","details","","","","",""
"circATP8A2","cervical cancer","qRT-PCR , Dual luciferase reporter assay , CCK-8 assay , cell apoptosis determination , transwell assay , immunoblotting assay","up-regulated","","","","31029604","details","","","","",""
"circCLK3","cervical cancer","qPCR, pull-down, RNA immunoprecipitation (RIP), luciferase reporter and rescue assays","up-regulated","","","","31831728","details","","","","",""
"circCSPP1","cervical cancer","qPCR, western blot","up-regulated","","","","32046405","details","","","","",""
"circEIF4G2","cervical cancer","qPCR","up-regulated","","","","30896864","details","","","","",""
"circFoxO3a","cervical cancer","qPCR","down-regulated","","","","32308490","details","","","","",""
"circITCH","cervical cancer","qPCR","down-regulated","","","","31993998","details","","","","",""
"circMYBL2","cervical cancer","qPCR, CCK-8 assay, colony formation assay and transwell invasion assay","up-regulated","","","","31819492","details","","","","",""
"circSLC26A4","cervical cancer","qPCR","up-regulated","","","","31896069","details","","","","",""
"circSMARCA5","cervical cancer","qPCR, luciferase reporter assay","down-regulated","","","","30575898","details","","","","",""
"CRNDE","cervical cancer","qRT-PCR , Luciferase reporter assay , Western blot etc.","up-regulated","","","","31605132","details","","","","",""
"CRNDE","cervical cancer","qPCR, Western blot, other","up-regulated","","","","30334449","details","","","","",""
"CRNDE","cervical cancer","qPCR, Western blot, in vitro knockdown, RIP","up-regulated","","","","31202167","details","","","","",""
"CRNDE","cervical cancer","qPCR, Microarray","up-regulated","","","","29194035","details","","","","",""
"CSMARCA5","cervical cancer","qPCR","up-regulated","","","","31922210","details","","","","",""
"DANCR","cervical cancer","qRT-PCR, Western blot","up-regulated","","","","32123519","details","","","","",""
"DANCR","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RNAi, other","up-regulated","","","","30362591","details","","","","",""
"DDN-AS1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, etc.","up-regulated","","","","30582201","details","","","","",""
"DGCR5","cervical cancer","qPCR, Western blot, etc.","down-regulated","","","","30552671","details","","","","",""
"DLEU1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","30581456","details","","","","",""
"DLG1-AS1","cervical cancer","qPCR, other","up-regulated","","","","30231238","details","","","","",""
"DLX6-AS1","cervical cancer","RT-qPCR, Western blot","up-regulated","","","","32077747","details","","","","",""
"DLX6-AS1","cervical cancer","qPCR, western blot","up-regulated","","","","31539117","details","","","","",""
"DLX6-AS1","cervical cancer","qPCR, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30535431","details","","","","",""
"DSCAM-AS1","cervical cancer","qRT-PCR, Western blot, RIP","up-regulated","","","","31737900","details","","","","",""
"ENST00000413430","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"ENST00000420168","cervical cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","27363024","details","","","","",""
"ENST00000430751.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"ENST00000447565","cervical cancer","qPCR, Western blot, Microarray hybridization etc.","down-regulated","","","","28391028","details","","","","",""
"ENST00000456944","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"ENST00000474768","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"ENST00000503812","cervical cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","27363024","details","","","","",""
"ENST00000531193","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"ENST00000531702.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"ENST00000551152","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","29552195","details","","","","",""
"ENST00000554055.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"ENST00000564977","cervical cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","27363024","details","","","","",""
"ENST00000570282","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"ENST00000572284.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"FAL1","cervical squamous cell carcinoma","RT-qPCR, Western blot","up-regulated","","","","32046419","details","","","","",""
"FALEC","cervical cancer","qPCR","up-regulated","","","","31248657","details","","","","",""
"FAM83H-AS1","Cervical Cancer","qPCR","up-regulated","","","","30842470","details","","","","",""
"FEZF1-AS1","cervical cancer","qPCR","up-regulated","","","","29917186","details","","","","",""
"FEZF1-AS1","cervical cancer","qPCR","up-regulated","","","","29917186","details","","","","",""
"FOXD2-AS1","cervical cancer","RT-qPCR, Western blot, RIP","up-regulated","","","","32082174","details","","","","",""
"FOXD2-AS1","cervical cancer","qRT-PCR","up-regulated","","","","31841177","details","","","","",""
"FOXP4-AS1","cervical cancer","qPCR, Luciferase reporter assay etc.","up-regulated","","","","32256085","details","","","","",""
"FTH1P3","cervical cancer","qPCR, Luciferase reporter assay etc","up-regulated","","","","31789421","details","","","","",""
"GAS5","cervical cancer","qRT-PCR, Western blot","down-regulated","","","","32105659","details","","","","",""
"GAS5","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","down-regulated","","","","30579899","details","","","","",""
"GAS5","cervical cancer","qPCR, Western blot","down-regulated","","","","31206689","details","","","","",""
"GAS5","cervical cancer","qPCR, RNAi etc.","down-regulated","","","","25400758","details","","","","",""
"GAS5","cervical cancer","qPCR etc.","up-regulated","","","","22487937","details","","","","",""
"GAS5","cervical cancer","qPCR, Western blot, RIP etc.","down-regulated","","","","28671039","details","","","","",""
"GAS5","cervical cancer","qPCR, RNAi","down-regulated","","","","29509242","details","","","","",""
"GAS5-AS1","cervical cancer","qPCR, Luciferase reporter assay, in vitro knockdown, RIP, etc.","down-regulated","","","","31497208","details","","","","",""
"GATA6-AS","cervical squamous cell carcinoma","qPCR, Western blot, other","up-regulated","","","","31404324","details","","","","",""
"GHET1","Cervical Cancer","qPCR","up-regulated","","","","30948501","details","","","","",""
"GHET1","cervical cancer","qRT-PCR, Western blot, RIP","up-regulated","","","","31682716","details","","","","",""
"GIHCG","Cervical Cancer","qPCR","up-regulated","","","","30719165","details","","","","",""
"GPC3-AS1","cervical cancer","in vitro knockdown , Western blot etc.","up-regulated","","","","31168873","details","","","","",""
"H19","cervical cancer","qPCR","down-regulated","","","","31229557","details","","","","",""
"H19","cervical cancer","qPCR, RNAi etc.","up-regulated","","","","27633578","details","","","","",""
"H19","cervical cancer","qPCR, Luciferase Reporter Assay, Western blot.","down-regulated","","","","28797320","details","","","","",""
"H19","cervical cancer","qPCR, ISH etc.","down-regulated","","","","8570220","details","","","","",""
"HAND2-AS1","cervical cancer","Microarray, qPCR, Western blot, Luciferase reporter assay, RIP etc","down-regulated","","","","32314545","details","","","","",""
"HAND2-AS1","cervical squamous cell carcinoma","qPCR, western blot","down-regulated","","","","31555362","details","","","","",""
"HAND2-AS1","cervical cancer","Microarray, Dual luciferase reporter assay, RIP, RT-qPCR, Western blot analysis","down-regulated","","","","31889905","details","","","","",""
"HCP5","cervical cancer","qPCR, Western blot, Luciferase Reporter Gene Assay","up-regulated","","","","30070314","details","","","","",""
"HIPK1-AS","cervical cancer","Microarray, qPCR, in vitro knockdown","up-regulated","","","","29901171","details","","","","",""
"HNF1A-AS1","cervical cancer","Dual luciferase reporter gene assay, RIP, RT-qPCR, Western blot assay","up-regulated","","","","31827397","details","","","","",""
"HOST2","cervical cancer","qPCR","up-regulated","","","","30964163","details","","","","",""
"HOTAIR","Cervical Cancer","RNA-seq","up-regulated","","","","30981759","details","","","","",""
"HOTAIR","cervical cancer","qPCR","up-regulated","","","","30134241","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","30367473","details","","","","",""
"HOTAIR","cervical cancer","qPCR, other","NA","","","","30275757","details","","","","",""
"HOTAIR","cervical cancer","qPCR etc.","up-regulated","","","","25366139","details","","","","",""
"HOTAIR","cervical cancer","qPCR etc.","up-regulated","","","","29620291","details","","","","",""
"HOTAIR","cervical cancer","qPCR, RNAi, Western blot, Flow cytometry assay etc.","up-regulated","","","","26962687","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Western blot etc.","up-regulated","","","","29572071","details","","","","",""
"HOTAIR","cervical cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","27323817","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Western blot etc.","up-regulated","","","","26523512","details","","","","",""
"HOTAIR","cervical cancer","qPCR, ELISA etc.","up-regulated","","","","27184657","details","","","","",""
"HOTAIR","cervical cancer","qPCR etc.","differential expression","","","","27229487","details","","","","",""
"HOTAIR","cervical cancer","qPCR, RNAi, Cell proliferation assay, Cell invasion assay etc.","up-regulated","","","","25762744","details","","","","",""
"HOTAIR","cervical cancer","qPCR etc.","up-regulated","","","","24748337","details","","","","",""
"HOTAIR","cervical cancer","qPCR etc.","down-regulated","","","","22487937","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Western blot, Luciferase Reporter Assay","differential expression","","","","28893349","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Western blot, RNAi etc","down-regulated","","","","29130509","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc.","up-regulated","","","","29336659","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29335299","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Luciferase Assay etc.","up-regulated","","","","29163829","details","","","","",""
"HOTAIR","cervical cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","27574106","details","","","","",""
"HOTAIR","cervical cancer","Microarray, qPCR, Western blot, Luciferase reporter assay, RNAi","up-regulated","","","","29391067","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Luciferase reporter assay etc.","up-regulated","","","","27467165","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Luciferase reporter assay etc.","down-regulated","","","","27683269","details","","","","",""
"HOTAIR","cervical cancer","Microarray, qPCR, RIP etc.","down-regulated","","","","26152361","details","","","","",""
"HOTAIR","cervical cancer","qPCR, Western blot etc.","differential expression","","","","25547435","details","","","","",""
"HOTAIR","cervical cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","25405331","details","","","","",""
"HOXA11-AS","cervical cancer","qPCR, RNAi, Western blot, Cell proliferation assay etc.","up-regulated","","","","27792998","details","","","","",""
"HOXD-AS1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29896986","details","","","","",""
"HOXD-AS1","cervical cancer","qPCR, Western blot etc.","up-regulated","","","","29228418","details","","","","",""
"HOXD-AS1","cervical cancer","qPCR, Western blot, Dual luciferase reporter assay, etc.","up-regulated","","","","29896986","details","","","","",""
"HULC","cervical cancer","qRT-PCR, Western blot","up-regulated","","","","32103980","details","","","","",""
"HULC","cervical cancer","qPCR etc.","up-regulated","","","","27775802","details","","","","",""
"LINC-POU3F3","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","31252264","details","","","","",""
"LINC-ROR","cervical cancer","qPCR etc.","up-regulated","","","","26314857","details","","","","",""
"LINC-UFC1","cervical cancer","qPCR, western blot, RIP etc.","up-regulated","","","","29790665","details","","","","",""
"LINC-UFC1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","29790665","details","","","","",""
"LINC00037","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","down-regulated","","","","30613967","details","","","","",""
"LINC00052","cervical cancer","qPCR, Western blot","down-regulated","","","","31210293","details","","","","",""
"LINC00152","cervical cancer","qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.","up-regulated","","","","31114990","details","","","","",""
"LINC00152","cervical cancer","western blot, in vitro konckdown","up-regulated","","","","28536419","details","","","","",""
"LINC00277","cervical cancer","Microarray analysis, qRT-PCR, Western blot, RNAi","down-regulated","","","","28767188","details","","","","",""
"LINC00319","cervical cancer","qRT-PCR, Western blot, Luciferase reporter assays, RIP","up-regulated","","","","31942724","details","","","","",""
"LINC00473","cervical cancer","qPCR, Western blotting etc.","up-regulated","","","","29218240","details","","","","",""
"LINC00483","cervical cancer","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","31454494","details","","","","",""
"LINC00511","cervical cancer","RT-qPCR, Western blot, Microarray","up-regulated","","","","32067228","details","","","","",""
"LINC00511","cervical cancer","RT-qPCR, in vitro knockdown, Western blot etc.","up-regulated","","","","31180057","details","","","","",""
"LINC00511","cervical cancer","qPCR, other","up-regulated","","","","31434692","details","","","","",""
"LINC00518","Cervical Cancer","qPCR, Western blot","up-regulated","","","","30720156","details","","","","",""
"LINC00675","cervical cancer","qPCR, Western blot, other","up-regulated","","","","30372871","details","","","","",""
"LINC00958","cervical cancer","RT-qPCR, Luciferase reporter assay, RIP, Western blot analysis","up-regulated","","","","31691355","details","","","","",""
"LINC00958","cervical cancer","Luciferase reporter assay , Western blot etc.","up-regulated","","","","31169309","details","","","","",""
"LINC01101","cervical cancer","Microarray analysis, qRT-PCR, Western blot, RNAi","down-regulated","","","","28767188","details","","","","",""
"LINC01133","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31390932","details","","","","",""
"LINC01139","cervical cancer","Microarray, qPCR etc.","differential expression","","","","27035672","details","","","","",""
"LINC01305","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RIP, etc.","up-regulated","","","","30697971","details","","","","",""
"LINC01503","cervical cancer","Microarray, qPCR etc.","differential expression","","","","27035672","details","","","","",""
"LINC01535","cervical cancer","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31273925","details","","","","",""
"LINC01783","cervical cancer","qRT-PCR, RIP","up-regulated","","","","32021449","details","","","","",""
"LINCRNA-p21","cervical cancer","qPCR etc.","up-regulated","","","","22487937","details","","","","",""
"LINCRNA-p21","cervical cancer","qPCR, RNAi, Western blot, RIP etc.","up-regulated","","","","22841487","details","","","","",""
"LINP1","cervical Cancer","qPCR, Western blot, RIP etc.","up-regulated","","","","32348690","details","","","","",""
"LINP1","cervical cancer","qPCR, RIP","up-regulated","","","","29527968","details","","","","",""
"lnc-CC3","cervical cancer","qPCR, Northern blot, ISH etc.","up-regulated","","","","27223436","details","","","","",""
"lnc-CCDST","cervical cancer","qPCR, Western blot, in vitro knockdown, RIP, etc.","down-regulated","","","","30518908","details","","","","",""
"lnc-IL7R","cervical intraepithelial neoplasia","qPCR, Western blot, RNAi etc.","up-regulated","","","","29720427","details","","","","",""
"lnc-LIF-AS","cervical cancer","RT-PCR , Western blot etc.","up-regulated","","","","31085454","details","","","","",""
"lncRNA-ATB","cervical cancer","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","30908730","details","","","","",""
"lncRNA-ATB","cervical cancer","qPCR","up-regulated","","","","29237907","details","","","","",""
"lncRNA-CTS","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","31499118","details","","","","",""
"lncRNA-EBIC","cervical cancer","Microarray, qPCR, RNAi, Western blot, RIP etc.","up-regulated","","","","25007342","details","","","","",""
"lncRNA-LET","cervical cancer","qPCR etc.","down-regulated","","","","25755778","details","","","","",""
"lncRNA-MIF","cervical cancer","qPCR, Luciferase reporter assay etc.","differential expression","","","","27317567","details","","","","",""
"lncRNA-NEF","cervical squamous cell carcinoma","qPCR, Western blot","down-regulated","","","","30910843","details","","","","",""
"lncRNA-SRA1","cervical squamous cell carcinoma","qPCR","down-regulated","","","","31371629","details","","","","",""
"lncRNA799","cervical cancer","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","30439646","details","","","","",""
"LOC105374902","Cervical Cancer","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","30935691","details","","","","",""
"loc285194","cervical squamous cell carcinoma","qPCR, Western blot etc","up-regulated","","","","31774069","details","","","","",""
"LOC554202","cervical cancer","qPCR, Western blot etc.","up-regulated","","","","29129878","details","","","","",""
"LUCAT1","cervical cancer","qPCR, Western blot, RIP, Luciferase reporter assay etc","up-regulated","","","","32207530","details","","","","",""
"LUCAT1","Cervical Cancer","qPCR, RNA-seq","up-regulated","","","","30831032","details","","","","",""
"LUCAT1","cervical cancer","qPCR, Western blot, etc.","up-regulated","","","","31486481","details","","","","",""
"MACC1-AS1","cervical squamous cell carcinoma","qPCR, Western blot etc","up-regulated","","","","32194733","details","","","","",""
"MAGI2-AS3","cervical squamous cell carcinoma","qPCR, Western blot","up-regulated","","","","31832086","details","","","","",""
"MALAT1","cervical cancer","qRT-PCR, Western blot","up-regulated","","","","32152961","details","","","","",""
"MALAT1","cervical cancer","RT-PCR, western-blot","up-regulated","","","","32113834","details","","","","",""
"MALAT1","cervical cancer","qPCR, Luciferase reporter assay,","up-regulated","","","","30178834","details","","","","",""
"MALAT1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, etc.","up-regulated","","","","30633360","details","","","","",""
"MALAT1","cervical cancer","qPCR, RNAi, Western blot, MTT assay etc.","up-regulated","","","","28252165","details","","","","",""
"MALAT1","cervical cancer","qPCR, Cell transfection, Western blot, Dual luciferase reporter assay, Flow cytometry assay etc.","differential expression","","","","27658300","details","","","","",""
"MALAT1","cervical cancer","qPCR, RNAi, RIP, Flow cytometry assay, RNA pull-down assay etc.","up-regulated","","","","26311052","details","","","","",""
"MALAT1","cervical cancer","qPCR, RNAi, Western blot, Luciferase reporter assay, Flow cytometry assay etc.","up-regulated","","","","26242259","details","","","","",""
"MALAT1","cervical cancer","qPCR, Western blot etc.","down-regulated","","","","29704494","details","","","","",""
"MALAT1","cervical cancer","qPCR, RNAi, Western blot, Dual luciferase reporter assay etc.","down-regulated","","","","25773124","details","","","","",""
"MALAT1","cervical cancer","qPCR, ELISA etc.","up-regulated","","","","27184657","details","","","","",""
"MALAT1","cervical cancer","qPCR etc.","down-regulated","","","","22487937","details","","","","",""
"MALAT1","cervical cancer","qPCR etc.","up-regulated","","","","20213048","details","","","","",""
"MALAT1","cervical cancer","qPCR, Northern blot etc.","differential expression","","","","22491206","details","","","","",""
"MALAT1","cervical cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","26798987","details","","","","",""
"MALAT1","cervical cancer","qPCR, RNAi, Luciferase reporter assay, MTT assay etc.","up-regulated","","","","26400521","details","","","","",""
"MALAT1","cervical cancer","qPCR, Cell proliferation assay etc.","up-regulated","","","","26854446","details","","","","",""
"MALAT1","cervical cancer","qPCR etc.","up-regulated","","","","24932303","details","","","","",""
"MCM3AP-AS1","cervical squamous cell carcinoma","RT-qPCR","down-regulated","","","","31985002","details","","","","",""
"MEG3","cervical cancer","qPCR","down-regulated","","","","30174437","details","","","","",""
"MEG3","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RIP","down-regulated","","","","31320837","details","","","","",""
"MEG3","cervical cancer","qPCR etc.","down-regulated","","","","28787698","details","","","","",""
"MEG3","cervical cancer","qPCR, ELISA etc.","down-regulated","","","","27184657","details","","","","",""
"MEG3","cervical cancer","qPCR etc.","up-regulated","","","","22487937","details","","","","",""
"MEG3","cervical cancer","qPCR, ISH etc.","down-regulated","","","","14602737","details","","","","",""
"MEG3","cervical cancer","qPCR, RNAi, Western blot etc.","down-regulated","","","","26574780","details","","","","",""
"MEG3","cervical cancer","qPCR, RNAi, MSP-PCR, Western blot etc.","down-regulated","","","","28057015","details","","","","",""
"MEG3","cervical cancer","qPCR, Western blot etc.","down-regulated","","","","23790166","details","","","","",""
"MFI2","cervical cancer","qPCR, Western blot","up-regulated","","","","31210294","details","","","","",""
"MIAT","cervical cancer","qPCR etc.","up-regulated","","","","32239132","details","","","","",""
"MIR100HG","cervical cancer","Microarray, qPCR etc.","differential expression","","","","27035672","details","","","","",""
"MIR205HG","cervical cancer","qRT-PCR, RIP","up-regulated","","","","31655037","details","","","","",""
"MIR205HG","cervical cancer","qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31023531","details","","","","",""
"MIR210HG","cervical cancer","RT-PCR, Western blot","up-regulated","","","","32087604","details","","","","",""
