,NCBI Reference Number,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS
159,NR_002578.3,5,0,0
160,NR_152521.1,6,0,0
161,NR_152522.1,5,0,0
162,NR_152523.1,5,0,0
163,NR_152524.1,5,0,0
164,NR_152525.1,5,0,0
165,NR_152526.1,5,0,0
166,NR_152527.1,3,0,0
167,NR_152528.1,4,0,0
168,NR_152529.1,3,0,0
169,NR_152530.1,5,0,0
170,NR_152531.1,5,0,0
171,NR_152532.1,5,0,0
172,NR_152533.1,5,0,0
173,NR_152534.1,5,0,0
174,NR_130107.1,9,1,0
175,NR_026663.1,5,0,0
176,NR_002196.2,27,9,2
177,NR_131223.1,26,9,2
178,NR_131224.1,11,1,0
179,NR_002196.2,27,9,2
180,NR_131223.1,26,9,2
181,NR_131224.1,11,1,0
182,NR_002196.2,27,9,2
183,NR_131223.1,26,9,2
184,NR_131224.1,11,1,0
185,NR_002196.2,27,9,2
186,NR_131223.1,26,9,2
187,NR_131224.1,11,1,0
188,NR_002196.2,27,9,2
189,NR_131223.1,26,9,2
190,NR_131224.1,11,1,0
191,NR_002196.2,27,9,2
192,NR_131223.1,26,9,2
193,NR_131224.1,11,1,0
194,NR_002196.2,27,9,2
195,NR_131223.1,26,9,2
196,NR_131224.1,11,1,0
197,NR_158984.1,27,1,0
198,NR_158985.1,9,1,0
199,NR_120478.1,5,0,0
200,NR_120598.1,7,0,0
201,NR_134505.1,9,0,0
202,NR_047517.1,17,1,0
203,NR_003716.3,16,1,0
204,NR_047518.1,15,1,0
205,NR_047517.1,17,1,0
206,NR_003716.3,16,1,0
207,NR_047518.1,15,1,0
208,NR_047517.1,17,1,0
209,NR_003716.3,16,1,0
210,NR_047518.1,15,1,0
211,NR_047517.1,17,1,0
212,NR_003716.3,16,1,0
213,NR_047518.1,15,1,0
214,NR_047517.1,17,1,0
215,NR_003716.3,16,1,0
216,NR_047518.1,15,1,0
217,NR_047517.1,17,1,0
218,NR_003716.3,16,1,0
219,NR_047518.1,15,1,0
220,NR_047517.1,17,1,0
221,NR_003716.3,16,1,0
222,NR_047518.1,15,1,0
223,NR_047517.1,17,1,0
224,NR_003716.3,16,1,0
225,NR_047518.1,15,1,0
226,NR_047517.1,17,1,0
227,NR_003716.3,16,1,0
228,NR_047518.1,15,1,0
229,NR_038366.1,6,1,0
230,NR_038367.1,4,1,0
231,NR_038366.1,6,1,0
232,NR_038367.1,4,1,0
233,NR_037843.3,37,3,0
234,NR_037843.3,37,3,0
235,NR_037843.3,37,3,0
236,NR_037843.3,37,3,0
237,NR_037843.3,37,3,0
238,NR_122069.1,4,0,0
239,NR_004855.2,1,0,0
240,NR_004855.2,1,0,0
241,NR_004855.2,1,0,0
242,NR_004855.2,1,0,0
243,NR_126453.1,39,10,3
244,NR_038311.1,26,3,0
245,NR_038312.1,25,3,0
246,NR_038313.1,27,2,0
247,NR_038314.1,26,2,0
248,NR_038315.1,26,3,0
249,NR_038316.1,26,3,0
250,NR_015431.2,16,3,0
251,NR_024153.2,7,1,0
252,NR_109850.1,18,3,0
253,NR_109851.1,16,3,0
254,NR_109852.1,16,3,0
255,NR_109853.1,13,2,0
256,NR_109854.1,13,2,0
257,NR_109855.1,13,2,0
258,NR_034120.1,9,0,0
259,NR_110472.1,8,0,0
260,NR_110473.1,3,0,0
261,NR_170175.1,21,2,0
262,NR_170176.1,19,2,0
263,NR_048536.2,15,0,0
264,NR_152602.1,13,0,0
265,NR_048536.2,15,0,0
266,NR_152602.1,13,0,0
267,NR_048536.2,15,0,0
268,NR_152602.1,13,0,0
269,NR_156734.1,20,0,0
270,NR_024204.2,4,0,0
271,NR_024205.3,6,0,0
272,NR_024206.2,4,0,0
273,NR_146460.1,4,0,0
274,NR_146461.1,3,0,0
275,NR_024204.2,4,0,0
276,NR_024205.3,6,0,0
277,NR_024206.2,4,0,0
278,NR_146460.1,4,0,0
279,NR_146461.1,3,0,0
280,NR_024089.2,9,1,0
281,NR_033375.2,5,0,0
282,NR_001558.3,31,0,0
283,NR_001558.3,31,0,0
284,NR_027701.1,45,7,0
285,NR_027701.1,45,7,0
286,NR_027701.1,45,7,0
287,NR_051983.1,7,0,0
288,NR_051983.1,7,0,0
289,NR_121612.1,41,2,0
290,NR_026807.2,41,2,0
291,NR_121613.1,40,2,0
292,NR_121614.1,41,2,0
293,NR_026860.1,12,0,0
294,NR_026861.1,5,0,0
295,NR_033876.1,16,2,0
296,NR_047568.1,0,0,0
297,NR_027451.1,25,5,0
298,NR_026956.1,22,0,0
299,NR_027254.1,13,3,0
300,NR_137281.2,24,2,0
301,NR_137280.2,23,2,0
302,NR_036488.1,22,1,0
303,NR_152515.1,22,1,0
304,NR_152516.1,25,2,0
305,NR_137281.2,24,2,0
306,NR_137280.2,23,2,0
307,NR_036488.1,22,1,0
308,NR_152515.1,22,1,0
309,NR_152516.1,25,2,0
310,NR_137281.2,24,2,0
311,NR_137280.2,23,2,0
312,NR_036488.1,22,1,0
313,NR_152515.1,22,1,0
314,NR_152516.1,25,2,0
315,NR_038904.1,10,0,0
316,NR_040004.1,13,0,0
317,NR_040005.1,14,0,0
318,NR_145483.1,1,1,0
319,NR_033978.1,14,1,0
320,NR_026865.2,2,0,0
321,NR_103858.1,0,0,0
322,NR_033869.1,1,0,0
323,NR_033869.1,1,0,0
324,NR_105006.1,3,0,0
325,NR_033831.1,11,0,0
326,NR_033831.1,11,0,0
327,NR_038849.1,7,0,0
328,NR_038849.1,7,0,0
329,NR_122111.1,19,0,0
330,NR_122112.1,9,0,0
331,NR_131244.1,3,0,0
332,NR_171021.1,3,0,0
333,NR_160525.1,16,1,0
334,NR_015391.1,9,0,0
335,NR_033928.1,13,0,0
336,NR_103548.1,3,0,0
337,NR_103549.1,2,0,0
338,NR_002819.4,46,7,0
339,NR_144567.1,47,7,0
340,NR_144568.1,47,6,0
341,NR_002819.4,46,7,0
342,NR_144567.1,47,7,0
343,NR_144568.1,47,6,0
344,NR_002819.4,46,7,0
345,NR_144567.1,47,7,0
346,NR_144568.1,47,6,0
347,NR_002819.4,46,7,0
348,NR_144567.1,47,7,0
349,NR_144568.1,47,6,0
350,NR_002819.4,46,7,0
351,NR_144567.1,47,7,0
352,NR_144568.1,47,6,0
353,NR_002819.4,46,7,0
354,NR_144567.1,47,7,0
355,NR_144568.1,47,6,0
356,NR_002819.4,46,7,0
357,NR_144567.1,47,7,0
358,NR_144568.1,47,6,0
359,NR_002819.4,46,7,0
360,NR_144567.1,47,7,0
361,NR_144568.1,47,6,0
362,NR_002819.4,46,7,0
363,NR_144567.1,47,7,0
364,NR_144568.1,47,6,0
365,NR_002819.4,46,7,0
366,NR_144567.1,47,7,0
367,NR_144568.1,47,6,0
368,NR_002819.4,46,7,0
369,NR_144567.1,47,7,0
370,NR_144568.1,47,6,0
371,NR_110565.1,9,0,0
372,NR_002776.4,9,0,0
373,NR_110566.1,10,0,0
374,NR_110567.1,11,0,0
375,NR_002766.2,14,2,0
376,NR_003530.2,17,2,0
377,NR_003531.3,16,2,0
378,NR_033358.1,15,2,0
379,NR_033359.1,15,2,0
380,NR_033360.1,15,2,0
381,NR_046464.1,15,2,0
382,NR_046465.2,15,2,0
383,NR_046466.1,15,2,0
384,NR_046467.1,16,2,0
385,NR_046469.1,15,2,0
386,NR_046470.2,17,2,0
387,NR_046471.1,15,2,0
388,NR_046472.1,16,2,0
389,NR_046473.1,81,12,0
390,NR_002766.2,14,2,0
391,NR_003530.2,17,2,0
392,NR_003531.3,16,2,0
393,NR_033358.1,15,2,0
394,NR_033359.1,15,2,0
395,NR_033360.1,15,2,0
396,NR_046464.1,15,2,0
397,NR_046465.2,15,2,0
398,NR_046466.1,15,2,0
399,NR_046467.1,16,2,0
400,NR_046469.1,15,2,0
401,NR_046470.2,17,2,0
402,NR_046471.1,15,2,0
403,NR_046472.1,16,2,0
404,NR_046473.1,81,12,0
405,NR_002766.2,14,2,0
406,NR_003530.2,17,2,0
407,NR_003531.3,16,2,0
408,NR_033358.1,15,2,0
409,NR_033359.1,15,2,0
410,NR_033360.1,15,2,0
411,NR_046464.1,15,2,0
412,NR_046465.2,15,2,0
413,NR_046466.1,15,2,0
414,NR_046467.1,16,2,0
415,NR_046469.1,15,2,0
416,NR_046470.2,17,2,0
417,NR_046471.1,15,2,0
418,NR_046472.1,16,2,0
419,NR_046473.1,81,12,0
420,NR_002766.2,14,2,0
421,NR_003530.2,17,2,0
422,NR_003531.3,16,2,0
423,NR_033358.1,15,2,0
424,NR_033359.1,15,2,0
425,NR_033360.1,15,2,0
426,NR_046464.1,15,2,0
427,NR_046465.2,15,2,0
428,NR_046466.1,15,2,0
429,NR_046467.1,16,2,0
430,NR_046469.1,15,2,0
431,NR_046470.2,17,2,0
432,NR_046471.1,15,2,0
433,NR_046472.1,16,2,0
434,NR_046473.1,81,12,0
435,NR_002766.2,14,2,0
436,NR_003530.2,17,2,0
437,NR_003531.3,16,2,0
438,NR_033358.1,15,2,0
439,NR_033359.1,15,2,0
440,NR_033360.1,15,2,0
441,NR_046464.1,15,2,0
442,NR_046465.2,15,2,0
443,NR_046466.1,15,2,0
444,NR_046467.1,16,2,0
445,NR_046469.1,15,2,0
446,NR_046470.2,17,2,0
447,NR_046471.1,15,2,0
448,NR_046472.1,16,2,0
449,NR_046473.1,81,12,0
450,NR_002766.2,14,2,0
451,NR_003530.2,17,2,0
452,NR_003531.3,16,2,0
453,NR_033358.1,15,2,0
454,NR_033359.1,15,2,0
455,NR_033360.1,15,2,0
456,NR_046464.1,15,2,0
457,NR_046465.2,15,2,0
458,NR_046466.1,15,2,0
459,NR_046467.1,16,2,0
460,NR_046469.1,15,2,0
461,NR_046470.2,17,2,0
462,NR_046471.1,15,2,0
463,NR_046472.1,16,2,0
464,NR_046473.1,81,12,0
465,NR_002766.2,14,2,0
466,NR_003530.2,17,2,0
467,NR_003531.3,16,2,0
468,NR_033358.1,15,2,0
469,NR_033359.1,15,2,0
470,NR_033360.1,15,2,0
471,NR_046464.1,15,2,0
472,NR_046465.2,15,2,0
473,NR_046466.1,15,2,0
474,NR_046467.1,16,2,0
475,NR_046469.1,15,2,0
476,NR_046470.2,17,2,0
477,NR_046471.1,15,2,0
478,NR_046472.1,16,2,0
479,NR_046473.1,81,12,0
480,NR_146000.1,33,1,0
481,NR_003491.3,94,18,0
482,NR_033319.2,100,18,0
483,NR_033320.2,100,18,0
484,NR_033321.2,101,18,0
485,NR_003491.3,94,18,0
486,NR_033319.2,100,18,0
487,NR_033320.2,100,18,0
488,NR_033321.2,101,18,0
489,NR_024430.2,8,0,0
490,NR_137175.1,10,0,0
491,NR_137176.1,6,0,0
492,NR_137177.1,6,0,0
493,NR_137178.1,7,0,0
494,NR_137179.1,6,0,0
495,NR_137180.1,7,0,0
496,NR_137181.1,8,0,0
497,NR_137182.1,8,0,0
498,NR_137183.1,4,0,0
499,NR_137184.1,4,0,0
500,NR_137185.1,4,0,0
501,NR_137186.1,3,0,0
502,NR_137187.1,3,0,0
503,NR_137188.1,4,0,0
504,NR_137189.1,7,0,0
505,NR_137190.1,7,0,0
506,NR_137191.1,7,0,0
507,NR_137192.1,3,0,0
508,NR_137193.1,5,0,0
509,NR_137194.1,4,0,0
510,NR_137195.1,8,0,0
511,NR_137196.1,8,0,0
512,NR_001458.3,5,0,0
513,NR_027054.2,19,1,0
514,NR_152877.1,13,0,0
515,NR_152878.1,12,0,0
516,NR_152879.1,18,1,0
517,NR_033652.1,17,0,0
518,NR_033651.1,13,0,0
519,NR_131012.1,134,16,0
520,NR_028272.1,33,8,0
521,NR_131012.1,134,16,0
522,NR_028272.1,33,8,0
523,NR_027451.1,25,5,0
524,NR_036488.1,22,1,0
525,NR_026757.2,30,0,0
526,NR_152820.1,26,0,0
527,NR_152821.1,6,0,0
528,NR_152822.1,31,0,0
529,NR_109836.1,6,0,0
530,NR_109836.1,6,0,0
531,NR_045262.2,14,0,0
532,NR_038924.1,8,0,0
533,NR_146716.2,5,0,0
534,NR_146716.2,5,0,0
535,NR_036485.1,11,2,0
536,NR_038380.1,18,0,0
537,NR_003098.2,5,0,0
538,NR_152575.1,9,0,0
539,NR_152576.1,9,0,0
540,NR_152577.1,4,0,0
541,NR_152578.1,4,0,0
542,NR_152579.1,4,0,0
543,NR_152580.1,4,0,0
544,NR_152581.1,4,0,0
545,NR_152582.1,5,0,0
546,NR_152583.1,3,0,0
547,NR_152584.1,7,0,0
548,NR_152585.1,7,0,0
549,NR_003098.2,5,0,0
550,NR_152575.1,9,0,0
551,NR_152576.1,9,0,0
552,NR_152577.1,4,0,0
553,NR_152578.1,4,0,0
554,NR_152579.1,4,0,0
555,NR_152580.1,4,0,0
556,NR_152581.1,4,0,0
557,NR_152582.1,5,0,0
558,NR_152583.1,3,0,0
559,NR_152584.1,7,0,0
560,NR_152585.1,7,0,0
561,NR_003098.2,5,0,0
562,NR_152575.1,9,0,0
563,NR_152576.1,9,0,0
564,NR_152577.1,4,0,0
565,NR_152578.1,4,0,0
566,NR_152579.1,4,0,0
567,NR_152580.1,4,0,0
568,NR_152581.1,4,0,0
569,NR_152582.1,5,0,0
570,NR_152583.1,3,0,0
571,NR_152584.1,7,0,0
572,NR_152585.1,7,0,0
573,NR_146177.1,175,1,0
574,NR_146177.1,175,1,0
575,NR_003697.2,8,0,0
576,NR_152594.1,7,0,0
577,NR_152595.1,7,0,0
578,NR_152596.1,8,0,0
579,NR_152597.1,6,0,0
580,NR_003697.2,8,0,0
581,NR_152594.1,7,0,0
582,NR_152595.1,7,0,0
583,NR_152596.1,8,0,0
584,NR_152597.1,6,0,0
585,NR_038108.1,9,0,0
586,NR_038109.1,9,0,0
587,NR_038110.1,8,0,0
588,NR_038111.1,8,0,0
589,NR_038108.1,9,0,0
590,NR_038109.1,9,0,0
591,NR_038110.1,8,0,0
592,NR_038111.1,8,0,0
593,NR_038108.1,9,0,0
594,NR_038109.1,9,0,0
595,NR_038110.1,8,0,0
596,NR_038111.1,8,0,0
597,NR_002599.2,4,0,0
598,NR_152598.1,5,0,0
599,NR_152599.1,3,0,0
600,NR_152600.1,5,0,0
601,NR_003672.2,23,5,0
602,NR_024542.1,10,3,0
603,NR_024543.1,9,3,0
604,NR_003142.2,1,0,0
605,NR_075091.1,18,0,0
606,NR_075092.1,16,0,0
607,NR_075093.1,13,0,0
608,NR_004053.3,16,0,0
609,NR_075089.1,15,0,0
610,NR_075090.1,11,0,0
611,NR_075091.1,18,0,0
612,NR_075092.1,16,0,0
613,NR_075093.1,13,0,0
614,NR_004053.3,16,0,0
615,NR_075089.1,15,0,0
616,NR_075090.1,11,0,0
617,NR_131221.1,5,0,0
618,NR_131221.1,5,0,0
619,NR_002190.1,6,0,0
620,NR_034075.1,12,0,0
621,NR_034076.1,12,0,0
622,NR_034077.1,10,0,0
623,NR_033711.1,61,6,0
624,NR_033710.1,52,6,0
625,NR_033709.1,41,5,0
626,NR_033708.1,33,5,0
627,NR_033712.1,26,4,0
628,NR_110492.1,31,4,0
629,NR_110493.1,30,4,0
630,NR_002323.2,30,4,0
631,NR_152867.1,12,0,0
632,NR_152868.1,12,0,0
633,NR_152869.1,30,4,0
634,NR_152870.1,30,4,0
635,NR_152871.1,31,4,0
636,NR_110492.1,31,4,0
637,NR_110493.1,30,4,0
638,NR_002323.2,30,4,0
639,NR_152867.1,12,0,0
640,NR_152868.1,12,0,0
641,NR_152869.1,30,4,0
642,NR_152870.1,30,4,0
643,NR_152871.1,31,4,0
644,NR_110492.1,31,4,0
645,NR_110493.1,30,4,0
646,NR_002323.2,30,4,0
647,NR_152867.1,12,0,0
648,NR_152868.1,12,0,0
649,NR_152869.1,30,4,0
650,NR_152870.1,30,4,0
651,NR_152871.1,31,4,0
652,NR_110492.1,31,4,0
653,NR_110493.1,30,4,0
654,NR_002323.2,30,4,0
655,NR_152867.1,12,0,0
656,NR_152868.1,12,0,0
657,NR_152869.1,30,4,0
658,NR_152870.1,30,4,0
659,NR_152871.1,31,4,0
660,NR_110492.1,31,4,0
661,NR_110493.1,30,4,0
662,NR_002323.2,30,4,0
663,NR_152867.1,12,0,0
664,NR_152868.1,12,0,0
665,NR_152869.1,30,4,0
666,NR_152870.1,30,4,0
667,NR_152871.1,31,4,0
668,NR_110492.1,31,4,0
669,NR_110493.1,30,4,0
670,NR_002323.2,30,4,0
671,NR_152867.1,12,0,0
672,NR_152868.1,12,0,0
673,NR_152869.1,30,4,0
674,NR_152870.1,30,4,0
675,NR_152871.1,31,4,0
676,NR_015391.1,9,0,0
677,NR_015379.3,10,0,0
678,NR_015379.3,10,0,0
679,NR_015379.3,10,0,0
680,NR_015379.3,10,0,0
681,NR_015379.3,10,0,0
682,NR_015379.3,10,0,0
683,NR_001564.2,71,0,0
684,NR_001564.2,71,0,0
685,NR_001564.2,71,0,0
686,NR_001564.2,71,0,0
687,NR_001564.2,71,0,0
688,NR_001564.2,71,0,0
689,NR_040248.2,4,0,0
