LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1
AFAP1-AS1,gastric cancer,"qPCR, other",up-regulated,31452798.0,"Also Known As: AFAP1-AS, AFAP1AS",1,NR_026892.1,37,36,1,0,REVIEWED,"9 (1-3G,8-C-rich) ","[-0.872, -0.898, -0.855, -0.894, -0.958, -0.796, -0.672, -0.872 (C-rich), 0.911 (3G)]",The 3G PQS of G4 Hunter and QGRS mapper is similar and the main G tract of both PQS is the same with additional nucleotides surrounding in the G4 hunter PQS,0,0,No PQS found in G4 Hunter
AFAP1-AS1,gastric cancer,"qPCR, Western blot, etc.",up-regulated,28975981.0,"Also Known As: AFAP1-AS, AFAP1AS",1,NR_026892.1,37,36,1,0,REVIEWED,"9 (1-3G,8-C-rich) ","[-0.872, -0.898, -0.855, -0.894, -0.958, -0.796, -0.672, -0.872 (C-rich), 0.911 (3G)]",The 3G PQS of G4 Hunter and QGRS mapper is similar and the main G tract of both PQS is the same with additional nucleotides surrounding in the G4 hunter PQS,0,0,No PQS found in G4 Hunter
AFAP1-AS1,gastric cancer,"qPCR, Western blot etc.",up-regulated,28451917.0,"Also Known As: AFAP1-AS, AFAP1AS",1,NR_026892.1,37,36,1,0,REVIEWED,"9 (1-3G,8-C-rich) ","[-0.872, -0.898, -0.855, -0.894, -0.958, -0.796, -0.672, -0.872 (C-rich), 0.911 (3G)]",The 3G PQS of G4 Hunter and QGRS mapper is similar and the main G tract of both PQS is the same with additional nucleotides surrounding in the G4 hunter PQS,0,0,No PQS found in G4 Hunter
AFAP1-AS1,gastric cancer,"qPCR, Western blot etc.",up-regulated,29805596.0,"Also Known As: AFAP1-AS, AFAP1AS",1,NR_026892.1,37,36,1,0,REVIEWED,"9 (1-3G,8-C-rich) ","[-0.872, -0.898, -0.855, -0.894, -0.958, -0.796, -0.672, -0.872 (C-rich), 0.911 (3G)]",The 3G PQS of G4 Hunter and QGRS mapper is similar and the main G tract of both PQS is the same with additional nucleotides surrounding in the G4 hunter PQS,0,0,No PQS found in G4 Hunter
AFDN-DT,gastric cancer,RT-qPCR,up-regulated,31981317.0,"Also Known As: HGC6.4; AFDN-AS1; C6orf124; MLLT4-AS1; dJ431P23.3

Some QGRS Sequences are repeated multiple times throughout the RNA",1,NR_027906.1,25,14,11,0,VALIDATED,"31 (30 - 2G, 1 - C-rich)","[0.98, 0.911, 0.911, 0.98, 0.865, 0.935, 0.913, 0.964, 0.966, 0.963, 0.93, 0.913, 0.957, 0.917, 0.923, 0.961, 0.962, 0.881, 0.98, 0.918 (3G), 0.911, 0.913, 0.933, 0.958, 0.935, 1.021, 0.935, 0.933, 0.933, 0.882 (2G), -1.02 (C-rich)]","PQS 6 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 7 (3G) of QGRS mapper and the PQS 3 (3G) of G4 hunter have similar G tracts.

PQS 8 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 8 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.

By looking at PQS 4 and 5 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

PQS 10 (3G) of QGRS mapper and the PQS 9 (3G) of G4 hunter have similar G tracts.

PQS 10 (3G) of QGRS mapper and the PQS 10 (3G) of G4 hunter have similar G tracts.

By looking at PQS 9 and 10 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

PQS 12 (3G) of QGRS mapper and the PQS 12 (3G) of G4 hunter have similar G tracts.

PQS 14 (3G) of QGRS mapper and the PQS 18 (3G) of G4 hunter have similar G tracts.

PQS 14 (3G) of QGRS mapper and the PQS 19 (3G) of G4 hunter have similar G tracts.

PQS 19 (3G) from G4 hunter has a left frame-shift as compared to PQS 14 (3G) from QGRS mapper.

PQS 14 (3G) of QGRS mapper and the PQS 20 (3G) of G4 hunter have similar G tracts.

PQS 20 (3G) from G4 hunter has a left frame-shift as compared to PQS 14 (3G) from QGRS mapper.

By looking at PQS 18, 19 and 20 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

PQS 16 (3G) of QGRS mapper and the PQS 21 (3G) of G4 hunter have similar G tracts.

PQS 21 (3G) from G4 hunter has a left frame-shift as compared to PQS 16 (3G) from QGRS mapper.

PQS 16 (3G) of QGRS mapper and the PQS 22 (3G) of G4 hunter have similar G tracts.

By looking at PQS 21 and 22 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

PQS 17 (3G) of QGRS mapper and the PQS 24 (3G) of G4 hunter have similar G tracts.

PQS 17 (3G) of QGRS mapper and the PQS 25 (3G) of G4 hunter have similar G tracts.

PQS 19 (3G) of QGRS mapper and the PQS 27 (3G) of G4 hunter have similar G tracts.

",0,0,No PQS found in G4 Hunter
AGAP2-AS1,gastric cancer,"qPCR, RNAi, Western blot, RIP, ChIP, Luciferase reporter assay, Cell proliferation assay, Cell migration and invasion assay etc.",up-regulated,28209205.0,Also Known As: PUNISHER,1,NR_027032.1,16,12,4,0,VALIDATED,"14 (2 - 2G, 
4 - 3G, 8 - C-rich)","[0.722, 1.089, 0.863, 0.836,
 0.877 (3G), 1.068, -0.911, 
-0.713, -0.845, -0.889, 
-0.8, -0.865, -0.911, -0.857 (C-rich)]","PQS 1 (3G) of QGRS Mapper is similar to PQS 1 (3G) of G4 Hunter. The G-tracts of both PQS are the same with a right frame shift in G4 hunter.

Similarly, PQS 2 (3G) of QGRS  Mapper is similar to PQS 2 (3G) of G4 Hunter. The G tracts of both PQS are the same with a right frame shift in G4 hunter.

Similarly, PQS 3 (3G) of QGRS  Mapper is similar to PQS 3 (3G) of G4 Hunter. The G tracts of both PQS are the same with a left frame shift in G4 hunter.

Similarly, PQS 4 (3G) of QGRS  Mapper is similar to PQS 4 (3G) of G4 Hunter. The G tracts of both PQS are the same with a right frame shift in G4 hunter.
","3 (2 - 3G, 1 - C-rich)","[1.438, 1.203 (3G), -1.538 (C-rich)]","PQS 2 (3G) of QGRS Mapper is similar to PQS 1 (3G) of G4 Hunter. The G-tracts of both PQS are the same with a right frame shift in G4 hunter.

Similarly, PQS 3 (3G) of QGRS  Mapper is similar to PQS 2 (3G) of G4 Hunter. The G tracts of both PQS are the same with a right frame shift in G4 hunter."
AKR7L,gastric cancer,"Microarray, qPCR, RNAi etc.",down-regulated,25765901.0,Also Known As: AFAR3; AKR7A4; AFB1-AR3; AFB1-AR 3,2,"NR_040288.2, NR_040289.2",,,,,REVIEWED,,,,,,
"ANCR
DANCR",gastric cancer,"qRT-PCR, Western blot, RIP",up-regulated,31894487.0,"Also Known As: AGU2; ANCR; DANCR; SNHG13; KIAA0114; lncRNA-ANCR

Some (older) transcribed RNA, ANCR, Variant 1, 2 and 3 ""lncRNA"" ncRNA (complete sequence-LC128577.1, LC128578.1 and LC128579.1 respectively) with PQS- 7, 7, 7 respectively, were also there in result.",3 (DANCR),"DANCR (NR_024031.2, NR_145129.1, NR_145130.1)","6, 7, 7 (DANCR)","5, 6, 6 (DANCR)","1, 1, 1 (DANCR)","0, 0, 0 (DANCR)",REVIEWED (DANCR),"3 (C-rich);

1 (C-rich);

1 (C-rich)","[-0.62, -0.921, -0.787 (C-rich)];

[-0.62 (C-rich)];

[-0.62 (C-rich)]","No similarity to PQS (2G) from QGRS mapper.
","1 (C-rich);

1 (C-rich);

1 (C-rich)","[-1.444 (C-rich)];

[-1.444 (C-rich)];

[-1.444 (C-rich)]","No similarity to 
any PQS (2G) 
from QGRS mapper"
"ANRIL
CDKN2B-AS1",gastric cancer,"qPCR, Western blot",up-regulated,30156609.0,"Also Known As: ANRIL; p15AS; PCAT12; CDKN2B-AS1; CDKN2BAS; CDKN2B-AS; NCRNA00089

Some (older) ANRIL ncRNA for antisense noncoding RNA in the INK4 locus transcript ""antisense RNA"" ncRNA (AB548314.1) with PQS-15 was also there in result.

Some (older-not checked for PQS) antisense noncoding RNA in the INK4 locus splice variant (ANRIL) ""antisense RNA"" ncRNA (partial sequence, alternatively spliced-EU741058.1; note=""similar to GenBank Accession Number BF002632; contains exons 1, 5, 6, 7, and 13; alternatively spliced"") was also there in result.

Some (older-not checked for PQS) CDKNBAS ""antisense RNA"" ncRNA [TPA(CDKN2B-AS1 gene): HG975381.1] and ""antisense RNA: ncRNA alternatively spliced variants (complete sequnece-GQ495918.1, GQ495919.1, GQ495920.1, GQ495921.1, GQ495922.1, GQ495923.1, GQ495924.1, GQ495925.1, GQ495926.1) were also there in result.",14 (CDKN2B-AS1),"CDKN2B-AS1 (NR_003529.3, NR_047532.1, NR_047543.1, NR_047534.1, NR_047535.1, NR_047536.1, NR_047537.1, NR_047538.1, NR_047539.1, NR_047540.1, NR_047541.1, NR_047542.1, NR_047533.1, NR_120536.1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","REVIEWED (CDKN2B-AS1)
","1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);",[-0.829 (C-rich)],"All the variants had one PQS with the same score          
            ",0,0,"No PQS found in G4 Hunter
"
"ANRIL
CDKN2B-AS1",gastric cancer,"qPCR, Western blot, other",up-regulated,30431129.0,"Also Known As: ANRIL; p15AS; PCAT12; CDKN2B-AS1; CDKN2BAS; CDKN2B-AS; NCRNA00089

Some (older) ANRIL ncRNA for antisense noncoding RNA in the INK4 locus transcript ""antisense RNA"" ncRNA (AB548314.1) with PQS-15 was also there in result.

Some (older-not checked for PQS) antisense noncoding RNA in the INK4 locus splice variant (ANRIL) ""antisense RNA"" ncRNA (partial sequence, alternatively spliced-EU741058.1; note=""similar to GenBank Accession Number BF002632; contains exons 1, 5, 6, 7, and 13; alternatively spliced"") was also there in result.

Some (older-not checked for PQS) CDKNBAS ""antisense RNA"" ncRNA [TPA(CDKN2B-AS1 gene): HG975381.1] and ""antisense RNA: ncRNA alternatively spliced variants (complete sequnece-GQ495918.1, GQ495919.1, GQ495920.1, GQ495921.1, GQ495922.1, GQ495923.1, GQ495924.1, GQ495925.1, GQ495926.1) were also there in result.",14 (CDKN2B-AS1),"CDKN2B-AS1 (NR_003529.3, NR_047532.1, NR_047543.1, NR_047534.1, NR_047535.1, NR_047536.1, NR_047537.1, NR_047538.1, NR_047539.1, NR_047540.1, NR_047541.1, NR_047542.1, NR_047533.1, NR_120536.1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","REVIEWED (CDKN2B-AS1)
","1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);",[-0.829 (C-rich)],"All the variants had one PQS with the same score          
            ",0,0,"No PQS found in G4 Hunter
"
"ANRIL
CDKN2B-AS1",gastric cancer,"qPCR, Western blot",up-regulated,31242038.0,"Also Known As: ANRIL; p15AS; PCAT12; CDKN2B-AS1; CDKN2BAS; CDKN2B-AS; NCRNA00089

Some (older) ANRIL ncRNA for antisense noncoding RNA in the INK4 locus transcript ""antisense RNA"" ncRNA (AB548314.1) with PQS-15 was also there in result.

Some (older-not checked for PQS) antisense noncoding RNA in the INK4 locus splice variant (ANRIL) ""antisense RNA"" ncRNA (partial sequence, alternatively spliced-EU741058.1; note=""similar to GenBank Accession Number BF002632; contains exons 1, 5, 6, 7, and 13; alternatively spliced"") was also there in result.

Some (older-not checked for PQS) CDKNBAS ""antisense RNA"" ncRNA [TPA(CDKN2B-AS1 gene): HG975381.1] and ""antisense RNA: ncRNA alternatively spliced variants (complete sequnece-GQ495918.1, GQ495919.1, GQ495920.1, GQ495921.1, GQ495922.1, GQ495923.1, GQ495924.1, GQ495925.1, GQ495926.1) were also there in result.",14 (CDKN2B-AS1),"CDKN2B-AS1 (NR_003529.3, NR_047532.1, NR_047543.1, NR_047534.1, NR_047535.1, NR_047536.1, NR_047537.1, NR_047538.1, NR_047539.1, NR_047540.1, NR_047541.1, NR_047542.1, NR_047533.1, NR_120536.1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","REVIEWED (CDKN2B-AS1)
","1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);",[-0.829 (C-rich)],"All the variants had one PQS with the same score          
            ",0,0,"No PQS found in G4 Hunter
"
"ANRIL
CDKN2B-AS1",gastric cancer,"qPCR, RNAi, Western blot, RIP etc.",up-regulated,24810364.0,"Also Known As: ANRIL; p15AS; PCAT12; CDKN2B-AS1; CDKN2BAS; CDKN2B-AS; NCRNA00089

Some (older) ANRIL ncRNA for antisense noncoding RNA in the INK4 locus transcript ""antisense RNA"" ncRNA (AB548314.1) with PQS-15 was also there in result.

Some (older-not checked for PQS) antisense noncoding RNA in the INK4 locus splice variant (ANRIL) ""antisense RNA"" ncRNA (partial sequence, alternatively spliced-EU741058.1; note=""similar to GenBank Accession Number BF002632; contains exons 1, 5, 6, 7, and 13; alternatively spliced"") was also there in result.

Some (older-not checked for PQS) CDKNBAS ""antisense RNA"" ncRNA [TPA(CDKN2B-AS1 gene): HG975381.1] and ""antisense RNA: ncRNA alternatively spliced variants (complete sequnece-GQ495918.1, GQ495919.1, GQ495920.1, GQ495921.1, GQ495922.1, GQ495923.1, GQ495924.1, GQ495925.1, GQ495926.1) were also there in result.",14 (CDKN2B-AS1),"CDKN2B-AS1 (NR_003529.3, NR_047532.1, NR_047543.1, NR_047534.1, NR_047535.1, NR_047536.1, NR_047537.1, NR_047538.1, NR_047539.1, NR_047540.1, NR_047541.1, NR_047542.1, NR_047533.1, NR_120536.1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","REVIEWED (CDKN2B-AS1)
","1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);",[-0.829 (C-rich)],"All the variants had one PQS with the same score          
            ",0,0,"No PQS found in G4 Hunter
"
"ANRIL
CDKN2B-AS1",gastric cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay, Cell proliferation assay etc.",up-regulated,27027260.0,"Also Known As: ANRIL; p15AS; PCAT12; CDKN2B-AS1; CDKN2BAS; CDKN2B-AS; NCRNA00089

Some (older) ANRIL ncRNA for antisense noncoding RNA in the INK4 locus transcript ""antisense RNA"" ncRNA (AB548314.1) with PQS-15 was also there in result.

Some (older-not checked for PQS) antisense noncoding RNA in the INK4 locus splice variant (ANRIL) ""antisense RNA"" ncRNA (partial sequence, alternatively spliced-EU741058.1; note=""similar to GenBank Accession Number BF002632; contains exons 1, 5, 6, 7, and 13; alternatively spliced"") was also there in result.

Some (older-not checked for PQS) CDKNBAS ""antisense RNA"" ncRNA [TPA(CDKN2B-AS1 gene): HG975381.1] and ""antisense RNA: ncRNA alternatively spliced variants (complete sequnece-GQ495918.1, GQ495919.1, GQ495920.1, GQ495921.1, GQ495922.1, GQ495923.1, GQ495924.1, GQ495925.1, GQ495926.1) were also there in result.",14 (CDKN2B-AS1),"CDKN2B-AS1 (NR_003529.3, NR_047532.1, NR_047543.1, NR_047534.1, NR_047535.1, NR_047536.1, NR_047537.1, NR_047538.1, NR_047539.1, NR_047540.1, NR_047541.1, NR_047542.1, NR_047533.1, NR_120536.1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","REVIEWED (CDKN2B-AS1)
","1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);",[-0.829 (C-rich)],"All the variants had one PQS with the same score          
            ",0,0,"No PQS found in G4 Hunter
"
"ANRIL
CDKN2B-AS1",gastric cancer,"qPCR, RNAi etc.",up-regulated,27121324.0,"Also Known As: ANRIL; p15AS; PCAT12; CDKN2B-AS1; CDKN2BAS; CDKN2B-AS; NCRNA00089

Some (older) ANRIL ncRNA for antisense noncoding RNA in the INK4 locus transcript ""antisense RNA"" ncRNA (AB548314.1) with PQS-15 was also there in result.

Some (older-not checked for PQS) antisense noncoding RNA in the INK4 locus splice variant (ANRIL) ""antisense RNA"" ncRNA (partial sequence, alternatively spliced-EU741058.1; note=""similar to GenBank Accession Number BF002632; contains exons 1, 5, 6, 7, and 13; alternatively spliced"") was also there in result.

Some (older-not checked for PQS) CDKNBAS ""antisense RNA"" ncRNA [TPA(CDKN2B-AS1 gene): HG975381.1] and ""antisense RNA: ncRNA alternatively spliced variants (complete sequnece-GQ495918.1, GQ495919.1, GQ495920.1, GQ495921.1, GQ495922.1, GQ495923.1, GQ495924.1, GQ495925.1, GQ495926.1) were also there in result.",14 (CDKN2B-AS1),"CDKN2B-AS1 (NR_003529.3, NR_047532.1, NR_047543.1, NR_047534.1, NR_047535.1, NR_047536.1, NR_047537.1, NR_047538.1, NR_047539.1, NR_047540.1, NR_047541.1, NR_047542.1, NR_047533.1, NR_120536.1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 (CDKN2B-AS1)","REVIEWED (CDKN2B-AS1)
","1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);
1 (C-rich);",[-0.829 (C-rich)],"All the variants had one PQS with the same score          
            ",0,0,"No PQS found in G4 Hunter
"
AP5M1,gastric cancer,"qPCR, RNAi etc.",up-regulated,29719612.0,Also Known As: Mu5; MuD; MUDENG; C14orf108,"1
(1st variant is mRNA)
(Total=2)","_____, NR_026895.2 ",,,,,VALIDATED,,,,,,
ARAP1-AS1,gastric cancer,RT-PCR,up-regulated,32141550.0,Also Known As: CENTD2,"1
(1st, 3rd, 4th and 5th variants are mRNA)
(2nd variant sequence not available)
(Total=6)","_____, _____, _____, _____, _____, NR_161388.1",,,,,REVIEWED,,,,,,
ARHGAP27P1,gastric cancer,"RT-qPCR, Western blot, RIP",down-regulated,31665700.0,,1,NR_027487.2,,,,,VALIDATED,,,,,,
ARHGAP5-AS1,gastric cancer,"qRT-PCR, RIP etc.",up-regulated,31097692.0,Also Known As: C14orf128,1,NR_027263.1,6,5,1,0,VALIDATED,"5 (1 - 3G, 4 - C-rich)
","[-0.97, -0.911, -0.911, -0.756 (C-rich), 0.872 (3G)]
","
PQS 4 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.
",0,0,No PQS found in G4 Hunter
